degree_variance,avg_shortest_path,R2,box_dimension,graph_id,label
0.344671202,4.738095238,0.910085676,0.79038163,56,0
0.692520776,3.497076023,0.923781601,0.729252727,57,0
0.615384615,3.41025641,0.938229391,0.745653675,58,0
0.320987654,4.614379085,0.984331275,0.690237614,59,0
0.792866941,4.081871345,0.922569561,0.578632616,60,0
0.179930796,4.036764706,0.914240704,0.552529393,61,0
0.4544406,10.2115942,0.929206759,0.897975536,62,0
0.483950617,8.855179704,0.950011148,0.783359384,63,0
0.376731302,4.397660819,0.886999945,0.791694299,64,0
0.48199446,4.187134503,0.773365585,0.793688443,65,0
0.620498615,4.245614035,0.900628463,0.92615474,66,0
0.797783934,5.769559033,0.954251702,0.850531079,67,0
0.574394464,5.645320197,0.945939156,0.824040739,68,0
0.7136,5.33,0.939389103,0.688767249,69,0
0.485207101,4.990769231,0.876409562,0.951594014,70,0
0.432141484,4.59,0.858078782,0.701220465,71,0
0.646848989,2,1,1,72,0
0.69,2.794871795,0.845660257,0.478480378,73,0
1.306666667,3.153846154,0.988030364,0.983631997,74,0
0.692041522,3.397058824,0.992235753,0.646784049,75,0
0.40665874,4.060606061,0.990985752,0.96696418,76,0
0.491493384,3.133333333,0.995686943,0.540403692,77,0
0.299319728,4.20952381,0.936503844,0.79367611,78,0
0.666666667,3.580952381,0.979851365,0.78918493,79,0
0.75,3.766666667,0.944854926,0.803806352,80,0
0.478395062,6.807936508,0.859796497,0.970679324,81,0
0.5536,3.514285714,0.902313078,0.709551695,82,0
0.512396694,4.212121212,0.985638459,0.648072939,83,0
0.654320988,6.285814116,0.966407461,0.966112093,84,0
0.432098765,4.065359477,0.94456834,0.807620197,85,0
0.400756144,4.166007905,0.877847273,0.791827418,86,0
0.551724138,6.541871921,0.887523743,0.870587705,87,0
0.320987654,4.732026144,0.958701885,0.71877147,88,0
0.540433925,7.435897436,0.990169469,0.779196268,89,0
0.497164461,6.138164251,0.958771884,0.680886792,90,0
0.305555556,5.391304348,0.977927862,0.661674614,91,0
0.451790634,6.931818182,0.900521117,0.850178021,92,0
0.520710059,3.666666667,0.961056376,0.534838605,93,0
0.61,3.510526316,0.974568385,0.64672432,94,0
0.923469388,5.19047619,0.904987679,0.946664747,95,0
0.333333333,3.53030303,0.950596172,0.647801106,96,0
0.609375,4.498023715,0.882568538,0.871528289,97,0
0.472222222,5.775362319,0.975957221,0.850023871,98,0
0.644718793,5.122507123,0.930810975,0.937036572,99,0
0.555555556,4.811594203,0.995690408,0.80218031,100,0
0.466274332,10.65679926,0.947079703,0.902685318,101,0
0.515235457,4.502923977,0.984174536,0.762527041,102,0
0.587257618,3.877192982,0.977745818,0.78039033,103,0
0.543209877,3.888888889,0.796160725,0.579306603,104,0
0.363636364,3.327272727,0.997271896,0.625979906,105,0
0.31758034,5.359683794,0.985018746,0.594102313,106,0
0.638888889,2.984848485,0.998900172,0.775132274,107,0
0.409972299,4.175438596,0.855439244,0.720982408,108,0
0.382222222,3.742857143,0.99311161,0.772139063,109,0
0.574394464,4.463235294,0.936005287,0.752184506,110,0
0.571428571,5.323809524,0.930567095,0.833839794,111,0
0.443786982,4.667692308,0.964986403,0.905469077,112,0
0.491493384,4.703557312,0.94619893,0.682048999,113,0
0.232686981,7.958748222,0.877337628,0.926934036,114,0
0.555555556,5.31884058,0.892293026,0.726053933,115,0
0.375,4.541666667,0.918687115,0.79454265,116,0
0.3125,3.816666667,0.754593467,0.658414092,117,0
0.46,4.115789474,0.915468216,0.69383633,118,0
0.691358025,5.028490028,0.946276076,1.019227299,119,0
0.376731302,4.216374269,0.855800769,0.935453348,120,0
0.713469388,4.441798942,0.955546924,0.706273759,121,0
0.626405664,6.841836735,0.950087172,0.792349807,122,0
0.81,2.422222222,1,0.736965594,123,0
0.76816609,4.816399287,0.92401636,0.863929225,124,0
0.408284024,4.904615385,0.98780922,0.744864273,125,0
0.51,3.557894737,0.990667504,0.558106408,126,0
0.540642722,4.23715415,0.894074156,0.851055965,127,0
0.395061728,3.960784314,0.927777403,0.524988089,128,0
0.320987654,4.837606838,0.820553341,0.853738614,129,0
0.56,7.11025641,0.935541263,0.788107131,130,0
0.578449905,4.845849802,0.944853967,0.87381743,131,0
0.532699168,5.665024631,0.95550987,0.794508316,132,0
0.426592798,3.666666667,0.920334201,0.665490292,133,0
0.5824,4.236666667,0.894408208,0.770479741,134,0
0.49851279,5.702439024,0.95404183,0.714360227,135,0
0.354166667,4.77173913,0.934602048,0.813107344,136,0
0.366729679,4.494071146,0.984921361,0.736638088,137,0
0.547291093,5.321969697,0.929935729,0.850312733,138,0
0.6144,5.503333333,0.975526219,0.770513719,139,0
0.469135802,5.458689459,0.959830439,0.729372029,140,0
0.4375,4.666666667,0.978126519,0.865410941,141,0
0.570644719,4.928774929,0.915159451,0.85712489,142,0
0.568298028,6.738738739,0.928939075,0.842127064,143,0
0.489795918,3.757142857,0.988721068,0.865942468,144,0
0.443786982,4.892307692,0.898809405,0.939767491,145,0
0.652892562,3.896103896,0.961721742,0.795866635,146,0
0.581597222,8.093085106,0.97683384,0.875040044,147,0
0.50617284,3.483660131,0.933468384,0.610058522,148,0
0.222222222,4.452898551,0.94034076,0.763128007,149,0
0.544589774,5.379310345,0.951331152,0.945470601,150,0
0.469135802,4.811965812,0.919600897,0.778982879,151,0
0.469135802,4.658119658,0.973167201,0.613208391,152,0
0.283950617,7.084126984,0.946411123,0.875628823,153,0
1.146814404,3.742690058,0.898250473,0.75908433,154,0
0.418367347,4.835978836,0.955822099,0.754989532,155,0
0.354006338,7.197039778,0.926163845,0.836488898,156,0
0.43654321,6.592929293,0.904439369,0.916256459,157,0
0.573307035,7.680161943,0.905036445,0.970552372,158,0
0.31,8.588461538,0.952112018,0.834013157,159,0
0.646848989,5.194581281,0.90577726,0.806371899,160,0
0.543209877,3.993464052,0.934366756,0.746601142,161,0
0.467120181,4.847619048,0.943249808,0.81234022,162,0
0.31,4.068421053,0.922569561,0.578632616,163,0
0.725623583,3.957142857,0.906583294,0.662513165,164,0
0.388888889,4.923913043,0.983470993,0.707850763,165,0
0.58984375,5.933467742,0.950328587,0.790505118,166,0
0.601899196,7.509009009,0.940613514,0.896357874,167,0
0.3125,5.185483871,0.913210393,0.668561612,168,0
0.493333333,5.712643678,0.902519974,0.847946253,169,0
0.395555556,6.510344828,0.930291343,0.812843862,170,0
0.357438017,9.608879493,0.908951081,0.873312089,171,0
0.662993572,5.108262108,0.9881891,0.876946395,172,0
0.469135802,5.142450142,0.938732151,0.830533457,173,0
0.359375,6.965725806,0.965406008,0.681900538,174,0
0.359375,3.733333333,0.944854926,0.803806352,175,0
0.283950617,4.392156863,0.856712857,0.839830254,176,0
0.6875,4.1,0.94456834,0.807620197,177,0
0.601664685,5.221674877,0.970385912,0.759156212,178,0
0.692520776,7.298719772,0.931047613,1.035423172,179,0
0.489795918,3.723809524,0.989192904,0.570590715,180,0
0.270833333,4.775362319,0.968196369,0.723172933,181,0
0.515235457,3.830409357,0.989192904,0.570590715,182,0
0.395061728,7.59047619,0.946507681,0.81741812,183,0
0.299319728,3.985714286,0.956311258,0.679902368,184,0
0.633608815,5.630681818,0.915847532,0.878354286,185,0
0.366863905,5.307692308,0.943724616,0.861027563,186,0
0.439909297,4.89047619,0.940913986,0.937844191,187,0
0.451790634,5.977272727,0.89503647,0.793781668,188,0
0.728888889,2.971428571,0.866830971,0.454763833,189,0
0.617283951,5.353276353,0.971887754,0.919228483,190,0
0.62244898,4.925925926,0.959830439,0.729372029,191,0
0.532871972,3.220588235,0.999842064,0.368370295,192,0
0.839506173,6.168253968,0.920856287,0.853391379,193,0
0.472222222,4.130434783,0.947789057,0.826325184,194,0
0.899408284,2.679487179,1,0.222392421,195,0
0.512396694,4.32034632,0.977332732,0.776593162,196,0
0.578875171,4.809116809,0.957597531,0.99826837,197,0
0.498269896,6.115864528,0.978425518,0.852285932,198,0
0.601134216,5.466403162,0.943030118,0.881242806,199,0
0.485207101,4.461538462,0.9202117,0.483222264,200,0
0.311728395,6.795238095,0.948763472,0.845090254,201,0
0.421487603,5.03030303,0.89106747,0.916813688,202,0
0.354166667,5.061594203,0.897009489,0.746546855,203,0
1.100189036,6.012560386,0.969346552,0.833928265,204,0
0.899408284,4.864615385,0.957372776,0.854513891,205,0
0.109375,3.483333333,0.99300091,0.823590192,206,0
0.4224,4.653333333,0.89780247,0.774614186,207,0
0.485207101,4.867692308,0.945763113,0.720530779,208,0
0.5,7.512820513,0.969236965,0.719300619,209,0
0.402141582,6.274390244,0.955406518,0.723254544,210,0
0.36,6.106410256,0.948856713,0.691979782,211,0
0.366729679,4.09486166,0.944989405,0.674779686,212,0
0.446280992,4.913419913,0.954091282,0.819978183,213,0
0.388888889,5.68115942,0.927131754,0.816900895,214,0
0.228373702,3.301470588,0.995686943,0.540403692,215,0
0.283038502,5.477419355,0.995896403,0.66864667,216,0
0.181405896,5.263157895,0.894417956,0.644794197,217,0
0.875,5.806451613,0.976424789,0.862488801,218,0
1.051020408,4.576719577,0.983979511,0.954866372,219,0
0.209876543,9.687301587,0.982358285,0.753345167,220,0
0.577883472,4.896551724,0.837882888,0.935750942,221,0
0.428316478,7.043589744,0.984416353,0.851502145,222,0
0.439909297,4.580952381,0.971876484,0.870838401,223,0
0.644718793,5.455840456,0.982573572,0.789915752,224,0
0.478668054,5.505747126,0.929363499,0.766879243,225,0
1.177501826,5.795795796,0.90796093,1.024049439,226,0
0.307270233,5.102564103,0.966592946,0.726922201,227,0
0.3776,4.923333333,0.887607583,0.773883914,228,0
0.359375,3.625,0.77629868,0.507942222,229,0
0.765432099,4.794871795,0.963983084,1.038223444,230,0
0.739795918,4.920634921,0.960925252,0.922127744,231,0
0.620498615,4.625730994,0.977210273,0.963123176,232,0
0.666666667,3.333333333,0.933468384,0.610058522,233,0
0.359375,4.258333333,0.983288584,0.639796246,234,0
0.354570637,3.228070175,0.977411365,0.734567671,235,0
0.677295918,10.10779221,0.960831493,1.002326033,236,0
0.8125,5.385080645,0.9344332,0.844954145,237,0
0.752834467,4.533333333,0.956028399,1.048170815,238,0
0.71484375,5.752016129,0.935519044,0.925027692,239,0
0.37244898,4.484126984,0.852760585,0.794073565,240,0
0.693333333,5.611494253,0.902147335,0.966610918,241,0
0.805555556,2.560606061,1,0.485426827,242,0
0.5625,3.25,0.946461527,0.516456023,243,0
0.448146606,9.94047619,0.887761358,0.970690276,244,0
0.439909297,4.342857143,0.982766833,0.814098577,245,0
0.520710059,5,0.773432622,0.911991894,246,0
0.395061728,5.655270655,0.928221789,0.949884585,247,0
0.655953251,5.767267267,0.963738585,0.849470826,248,0
0.65234375,4.580645161,0.980920278,0.638554929,249,0
0.852040816,4.798941799,0.9592477,0.793810126,250,0
0.805555556,2.560606061,1,0.807354922,251,0
1,2.436363636,1,0.584962501,252,0
0.439909297,4.485714286,0.904800853,0.831527073,253,0
1.103448276,5.586206897,0.899833684,1.025417918,254,0
0.371882086,5.366666667,0.951990793,0.756823356,255,0
0.39,5.005263158,0.86717931,0.841187786,256,0
0.318009735,7.588039867,0.94525405,0.803356718,257,0
0.568163265,8.591596639,0.890301359,0.836027632,258,0
0.415224913,3.742647059,0.83784854,0.752668749,259,0
0.289256198,4.783549784,0.959693306,0.777161025,260,0
0.349030471,3.380116959,0.985724251,0.661196125,261,0
0.288888889,6.144827586,0.924085343,0.768344789,262,0
0.587257618,3.619883041,0.763506643,0.806172751,263,0
0.994897959,5.404761905,0.913210305,0.836251753,264,0
0.233055886,6.431034483,0.914249363,0.869416368,265,0
0.514792899,4.8,0.913872997,0.709477518,266,0
0.303155007,7.593291405,0.973951547,0.682774191,267,0
0.666666667,3.438095238,0.977653959,0.721645975,268,0
1.285714286,2.730769231,0.997220552,0.636006116,269,0
0.415224913,6.807486631,0.946887966,0.869158831,270,0
0.625,3.666666667,0.979851365,0.78918493,271,0
0.404536862,4.885375494,0.899854787,0.700969296,272,0
0.388888889,5.239130435,0.91119895,0.678828083,273,0
0.285714286,6.347619048,0.974163648,0.702118446,274,0
0.437869822,2.923076923,0.998867657,0.506804459,275,0
0.6144,5.443333333,0.907685086,0.90201059,276,0
0.489795918,3.861904762,0.977745818,0.78039033,277,0
0.562358277,4.242857143,0.845541323,0.820118444,278,0
0.344671202,10.95135689,0.94655038,0.642669912,279,0
0.37244898,5.097883598,0.889591133,0.747906694,280,0
0.763313609,5.015384615,0.868693178,0.864243137,281,0
0.601134216,4.600790514,0.94034076,0.763128007,282,0
0.555555556,6.838652482,0.959291103,0.775275769,283,0
1.222222222,3.764492754,0.958193624,0.479711118,284,0
0.520833333,4.138339921,0.915468216,0.69383633,285,0
0.609375,8.39484127,0.819306299,0.825975385,286,0
0.359375,3.983333333,0.879476416,0.741009638,287,0
0.69,4.457894737,0.991699458,0.809622235,288,0
0.957475995,4.52991453,0.900765508,0.754883623,289,0
0.366729679,4.43083004,0.992697871,0.780561792,290,0
0.765432099,3.235294118,0.986364432,0.642347909,291,0
0.76,4.331578947,0.925631733,0.921972772,292,0
1.359375,3.175,0.97396931,0.944134034,293,0
1.207100592,4.747692308,0.991550982,1.01139025,294,0
0.370447451,6.759139785,0.961624216,0.825080343,295,0
0.360946746,5.590769231,0.951412603,0.709465138,296,0
0.729795918,5.536541889,0.984781871,0.810517448,297,0
0.218836565,7.522048364,0.980539693,0.759709187,298,0
0.734375,3.683333333,0.99311161,0.772139063,299,0
0.718792867,5.638176638,0.927085687,0.949131969,300,0
0.451790634,6.265151515,0.976370164,0.841330457,301,0
0.8,4.293333333,0.991291679,0.952342759,302,0
0.491493384,4.747035573,0.94034076,0.763128007,303,0
0.69,4.026315789,0.960718245,0.916045528,304,0
0.654320988,7.606349206,0.940804623,0.984007678,305,0
0.3744,5.66,0.963819443,0.686359134,306,0
0.601664685,5.633004926,0.910181901,1.023602014,307,0
0.56122449,4.767195767,0.948728379,0.815922675,308,0
0.752362949,3.928853755,0.999694585,0.693008905,309,0
0.27734375,5.066532258,0.966592399,0.739016844,310,0
0.512396694,6.276515152,0.898813112,0.796379669,311,0
0.352081812,7.831831832,0.877317153,0.821572932,312,0
0.3424,5.43,0.946401719,0.751822278,313,0
0.694214876,4.497835498,0.877847273,0.791827418,314,0
0.446280992,5.251082251,0.841389499,0.965572697,315,0
0.637755102,5.931216931,0.843617475,1.032061345,316,0
0.87109375,5.358870968,0.984323472,0.907477054,317,0
0.665406427,4.233201581,0.969149584,0.566407424,318,0
0.4875,5.669230769,0.884358315,0.681081438,319,0
0.574394464,4.191176471,0.819286944,1.039528933,320,0
0.491493384,4.980237154,0.925734163,0.733791478,321,0
0.563995838,6.993548387,0.948853868,0.916977943,322,0
0.792387543,5.356506239,0.956317122,0.805271107,323,0
0.5,4.572580645,0.961313953,0.756149111,324,0
0.8125,3.091666667,0.986364432,0.642347909,325,0
0.376731302,4.035087719,0.985558648,0.716627895,326,0
0.346020761,5.901960784,0.951780896,0.830581711,327,0
0.5344,4.833333333,0.985350241,0.830770456,328,0
0.46,5.414102564,0.936009675,0.702844483,329,0
0.56232687,5.291607397,0.936009675,0.702844483,330,0
0.900826446,4.502164502,0.937781916,0.811609854,331,0
0.415224913,5.424242424,0.948847124,0.810484713,332,0
0.48199446,3.81871345,0.990667504,0.558106408,333,0
0.620498615,3.660818713,0.954629133,0.398287291,334,0
0.55401662,6.150782361,0.953491567,0.919219767,335,0
0.546875,5.830645161,0.948093284,0.927987745,336,0
0.828402367,2.487179487,1,0.485426827,337,0
0.573002755,6.03030303,0.93691901,0.681783222,338,0
0.207100592,5.406153846,0.888083631,0.678545195,339,0
0.555555556,9.686170213,0.955040029,0.92545267,340,0
0.686390533,5.04,0.982046813,0.746406915,341,0
0.543209877,5.210826211,0.966278534,0.796027156,342,0
0.8,5.937931034,0.935457062,0.964430176,343,0
0.588235294,4.176470588,0.921493098,0.856604329,344,0
0.354166667,5.449275362,0.957599748,0.967739964,345,0
0.16,6.623076923,0.874603812,0.875645244,346,0
0.686390533,5.403076923,0.986248192,0.855680072,347,0
0.728888889,2.99047619,0.997220552,0.636006116,348,0
0.546875,6.798387097,0.981315781,0.901712308,349,0
0.432098765,4.594771242,0.961449552,0.864110424,350,0
1.076923077,2.560606061,1,0.807354922,351,0
0.344671202,4.861904762,0.872999897,0.865722651,352,0
0.5625,3.166666667,0.986364432,0.642347909,353,0
0.765432099,3.692810458,0.999830104,0.794802406,354,0
0.47107438,3.861471861,0.925924818,0.767161051,355,0
0.288337925,6.696969697,0.95433382,0.663749473,356,0
0.535147392,4.504761905,0.925986188,0.893765718,357,0
0.563995838,7.058064516,0.98379135,0.822489237,358,0
0.4224,5.083333333,0.976319391,0.83690983,359,0
0.489795918,3.647619048,0.989023612,0.491602378,360,0
0.469135802,4.888888889,0.980328767,0.663448244,361,0
0.562130178,4.710769231,0.958724611,0.840825455,362,0
0.657596372,4.057142857,0.999830104,0.794802406,363,0
0.620498615,3.888888889,0.966498624,0.838885918,364,0
0.562358277,4.304761905,0.940993941,0.634607784,365,0
0.571428571,5.798941799,0.947818926,0.709603908,366,0
0.596938776,4.62962963,0.922537948,0.767074069,367,0
0.628511967,5.238709677,0.956903807,0.691666695,368,0
0.725623583,3.876190476,0.922569561,0.578632616,369,0
0.320987654,6.091168091,0.973294676,0.701440724,370,0
0.493333333,5.866666667,0.98335196,0.750196481,371,0
1.12244898,2.67032967,1,0.847996907,372,0
0.226666667,5.659770115,0.91294678,0.797047368,373,0
0.41322314,3.666666667,0.947062252,0.401232325,374,0
0.532871972,3.225,0.902313078,0.709551695,375,0
0.497190083,12.98249158,0.958259258,0.754133364,376,0
0.573002755,5.518939394,0.969972745,0.838840871,377,0
0.743055556,4.673913043,0.952394996,0.79632458,378,0
0.320987654,4.68627451,0.912318916,0.60816515,379,0
0.444444444,5,0.852844453,0.817333241,380,0
0.421487603,4.813852814,0.951303035,0.932472224,381,0
0.479591837,5.531746032,0.920994134,0.709120232,382,0
0.570644719,5.282051282,0.894465217,0.845100937,383,0
1.109375,3.741666667,0.983258656,0.919191697,384,0
0.859375,3.033333333,1,0.362570079,385,0
0.515555556,5.450574713,0.952707793,0.759921453,386,0
0.6875,4.260869565,0.969576991,0.955886039,387,0
0.40234375,5.907258065,0.969312015,0.777272509,388,0
0.60284506,6.665882353,0.950789558,0.637205846,389,0
0.674740484,5.222816399,0.990417135,0.817461735,390,0
0.574394464,4.735294118,0.936529852,0.90545261,391,0
0.551020408,3.010989011,0.999544697,0.426439753,392,0
0.473829201,4.831439394,0.894111764,0.798297938,393,0
0.941176471,3.3,0.99870337,0.915809954,394,0
0.668367347,4.624338624,0.948376076,0.593303678,395,0
0.508917955,4.972906404,0.859066446,0.83775051,396,0
0.734375,4.3,0.863090813,0.789794076,397,0
0.456747405,5.205882353,0.941695101,0.756528371,398,0
0.551724138,7.522167488,0.934842198,0.883635644,399,0
0.478668054,5.630107527,0.981507215,0.733526303,400,0
0.520710059,2.615384615,1,0.222392421,401,0
0.677867056,5.070570571,0.947496764,0.888445994,402,0
0.437869822,5.215384615,0.947874062,0.655449939,403,0
0.515235457,4.438596491,0.87666821,0.750703484,404,0
0.535147392,4.028571429,0.99324155,0.6699234,405,0
0.408284024,5.806153846,0.896855695,0.907242007,406,0
0.331360947,5.729230769,0.960139275,0.892078847,407,0
0.426666667,6.471264368,0.975490619,0.961921446,408,0
0.4375,4.434782609,0.915871479,0.692235412,409,0
0.643080125,5.64516129,0.966563883,0.846555561,410,0
0.41,3.621052632,0.900933662,0.543694332,411,0
0.535147392,4.2,0.924771371,0.715686792,412,0
0.342857143,8.925925926,0.823832271,0.660377043,413,0
0.456747405,5.835227273,0.969750022,0.727678502,414,0
0.633608815,6.121212121,0.964838928,0.869228128,415,0
0.692520776,3.380116959,0.984113195,0.562534274,416,0
0.903047091,3.362573099,0.925092348,0.799642523,417,0
0.903047091,3.362573099,0.925092348,0.799642523,418,0
0.514233242,5.318181818,0.908539882,0.814677928,419,0
0.435354273,5.810810811,0.934214427,0.814524536,420,0
0.337693222,5.174876847,0.953947286,0.889360644,421,0
0.285714286,4.164835165,0.983288584,0.639796246,422,0
0.670630202,5.84729064,0.960476515,0.975983019,423,0
0.69101534,7.732732733,0.958969191,1.006015758,424,0
0.46,4.363157895,0.839487392,0.856569832,425,0
0.725623583,3.885714286,0.972176691,0.802320557,426,0
0.540642722,4.632411067,0.969624188,0.828397431,427,0
0.47107438,4.398268398,0.957588249,0.845247647,428,0
0.5,5.915789474,0.943233961,0.835053302,429,0
0.296875,6.310483871,0.990987701,0.618924392,430,0
0.831024931,3.684210526,0.751192301,0.590318543,431,0
0.626666667,5.514942529,0.866929902,0.889435676,432,0
0.604166667,4.094202899,0.974289847,0.754637795,433,0
0.805555556,4.351449275,0.908163095,0.971648827,434,0
0.59,3.789473684,0.996653505,0.731039971,435,0
0.674556213,4.578461538,0.951608252,0.870148648,436,0
0.644718793,4.968660969,0.988630711,0.841690866,437,0
0.562358277,4.942857143,0.935326256,0.826176697,438,0
0.41,3.884210526,0.898608109,0.642264794,439,0
0.439909297,4.40952381,0.867823944,0.908141369,440,0
0.694214876,6.352272727,0.933018221,0.838854135,441,0
0.46,4.405263158,0.907539537,0.831782492,442,0
0.551020408,5.73015873,0.905357412,0.70964511,443,0
0.688090737,4.822134387,0.75704269,0.801759746,444,0
0.617283951,3.339869281,0.994389416,0.470314512,445,0
0.851211073,5.392156863,0.863198393,1.004406242,446,0
0.476190476,5.20952381,0.939973189,0.697322879,447,0
0.444444444,2.583333333,0.99300091,0.823590192,448,0
0.551020408,3.21978022,0.610822987,0.273290427,449,0
0.8224,4.523333333,0.974016976,0.731402962,450,0
0.494897959,6.383597884,0.878649852,0.824662677,451,0
0.380952381,5.685714286,0.960934155,0.693146662,452,0
0.408163265,3.098901099,0.939821966,0.607682036,453,0
0.587105624,4.901538462,0.961085277,0.714875638,454,0
0.366729679,4.252964427,0.997697223,0.76128832,455,0
0.512396694,3.952380952,0.985638459,0.648072939,456,0
0.3424,4.91,0.96200765,0.699015419,457,0
0.514177694,5.897233202,0.870479896,0.791519268,458,0
0.283950617,3.947712418,0.921043733,0.396641698,459,0
0.6875,3.949275362,0.922967327,0.691595116,460,0
1.046875,5.044354839,0.7595653,1.049478636,461,0
0.916666667,5.46984127,0.959267276,1.006479255,462,0
1.073170732,6.307317073,0.962067748,0.860521053,463,0
0.46,4.342105263,0.929509651,0.899756063,464,0
0.4375,6.231854839,0.940913577,0.918940319,465,0
0.494897959,5.923280423,0.978171984,0.779730861,466,0
0.609375,3.558333333,0.886275029,0.518437657,467,0
0.356652949,4.615384615,0.981104613,0.657880513,468,0
0.4224,4.54,0.929707188,0.736159117,469,0
0.782222222,3.2,0.982356577,0.61840024,470,0
0.9475,8.387179487,0.970569068,0.904020735,471,0
0.456462953,7.711111111,0.957480452,0.603506338,472,0
0.5475,8.546153846,0.932937991,0.717382552,473,0
0.4224,4.633333333,0.98049209,0.767096637,474,0
0.591715976,5.267692308,0.982914509,0.879885138,475,0
0.574394464,4,0.944854926,0.803806352,476,0
0.330578512,5.125541126,0.954968533,0.661529244,477,0
0.426078972,6.289772727,0.946161007,0.911761655,478,0
0.725623583,3.942857143,0.884672335,0.666112521,479,0
0.654320988,3.712418301,0.985558648,0.716627895,480,0
0.514047867,4.627956989,0.968623064,0.526383556,481,0
0.69,4.242105263,0.89747319,0.870034987,482,0
0.665406427,4.395256917,0.947789057,0.826325184,483,0
0.638888889,4.369565217,0.845014127,0.821613426,484,0
0.79,3.957894737,0.932916165,0.581602655,485,0
0.470588235,4.617647059,0.932882811,0.752561432,486,0
0.59,4.405263158,0.907539537,0.831782492,487,0
0.601134216,5.557312253,0.977298843,0.768608469,488,0
0.41207076,4.690322581,0.957409438,0.698100937,489,0
0.61,3.578947368,0.920334201,0.665490292,490,0
0.421487603,4.675324675,0.756886683,0.804828323,491,0
1.04,4.84,0.951641789,0.95177106,492,0
0.656147272,15.27122736,0.975206523,0.927684772,493,0
0.409972299,4.918128655,0.96685876,0.938016127,494,0
0.59,4.263157895,0.749165448,0.819734574,495,0
0.4375,4.717391304,0.939536741,0.835689895,496,0
0.25443787,5.947692308,0.938345023,0.80841456,497,0
0.230623819,6.347826087,0.918360916,0.836440698,498,0
0.5,3.242424242,0.845660257,0.478480378,499,0
0.421487603,5.060606061,0.98957277,0.911148245,500,0
0.439909297,4.914285714,0.969587742,1.002528628,501,0
0.271468144,4.105263158,0.951148433,0.530712567,502,0
0.467128028,8.565062389,0.934493467,0.764211884,503,0
0.9375,3.15,0.995686943,0.540403692,504,0
0.535147392,4.166666667,0.957588249,0.845247647,505,0
