R2,box_dimension,degree_variance,avg_shortest_path,graph_id,label
0.99091081,1.285541071,2.234947823,9.127237319,59,0
0.983456779,1.102925783,2.739247016,6.297487066,60,0
0.976607376,1.316625047,2.542316816,7.61306861,61,0
0.984931857,1.230670211,2.332493174,6.647307733,62,0
0.996967384,1.147350583,2.389478278,8.745905944,63,0
0.986636318,1.091762619,2.379676871,6.628956373,64,0
0.985321505,1.233973456,2.405316405,7.81995703,65,0
0.99074511,1.136249356,2.455341396,8.090084108,66,0
0.978480458,1.449925913,4.242837045,12.11669584,67,0
0.949582617,1.274121489,2.816840584,8.403929124,68,0
0.979969574,1.104952761,2.004436728,8.082847708,69,0
0.975574165,1.347316075,2.259440104,8.703437772,70,0
0.968170076,1.334767837,2.00418146,8.435080087,71,0
0.980996092,1.327164935,2.487434842,11.36204906,72,0
0.976090502,1.236824585,2.957596254,5.410437975,73,0
0.99622379,1.152776976,2.074484522,9.708644154,74,0
0.990346096,1.300284463,2.563594905,8.019091035,75,0
0.984729343,1.22565354,2.204639668,6.758167841,76,0
0.992728251,1.022777747,2.269375,5.275316456,77,0
0.99162147,1.420914558,2.626235921,12.11435348,78,0
0.956928731,1.195953506,2.988527956,6.140792909,79,0
0.990468857,1.237759918,2.870144492,8.04815704,80,0
0.997259965,1.156156411,2.487272727,7.290564035,81,0
0.980854739,1.202357702,2.283386148,9.184168582,82,0
0.975871153,1.161113275,2.384883768,8.835188539,83,0
0.967781989,1.335440419,2.254580504,10.26584373,84,0
0.990438536,1.156631976,2.569165705,8.062220164,85,0
0.993606903,1.185965769,2.249784485,8.565303946,86,0
0.990116287,1.029713653,2.005096953,6.86987682,87,0
0.990665148,1.241100302,2.329657774,8.436559312,88,0
0.992752679,1.157554446,2.052847065,14.84623213,89,0
0.991389148,1.191815458,2.946109694,8.601723525,90,0
0.977458896,1.209731992,2.155769216,9.333764235,91,0
0.994519211,1.339260181,3.477415753,8.121576486,92,0
0.983489025,1.268455862,2.719944917,7.68194059,93,0
0.98992916,1.320127115,2.802306768,7.96510658,94,0
0.994297033,1.298685918,2.549713019,8.294999882,95,0
0.988876615,1.167068561,2.280882876,7.458776715,96,0
0.992543182,1.235356584,2,5.751394214,97,0
0.968667928,1.104193016,2.681376107,7.538590727,98,0
0.995282338,1.268637449,2.813129613,7.860899779,99,0
0.989704709,1.238846174,2.235635867,9.641658631,100,0
0.988489794,1.274952223,2.217983547,10.93240387,101,0
0.993601696,1.189597931,2.307070132,7.507004002,102,0
0.993115428,1.250886806,2.701092612,8.180549517,103,0
0.98570218,1.375621837,2.434831693,12.5524072,104,0
0.990026262,1.252195542,2.504182399,10.84532779,105,0
0.961199057,1.168990699,1.71147929,6.929636255,106,0
0.991021779,1.22884021,2.330928591,10.17252992,107,0
0.991064539,1.22956902,2.357438017,5.908165626,108,0
0.982211822,1.232859151,2.754927981,8.016920474,109,0
0.994278424,1.324932624,3.756216538,6.967286067,110,0
0.970071839,1.196645934,2.145174967,9.04982267,111,0
0.992780509,1.173252088,2.935378585,8.35085206,112,0
0.985147547,1.135471061,2.186883718,9.178220136,113,0
0.994582549,1.259992398,2.20904195,7.57395167,114,0
0.985683445,1.115031666,2.282245489,8.505226676,115,0
0.984327865,1.129241942,2.005287614,9.938175608,116,0
0.987727018,1.158939426,2.365511412,10.30801181,117,0
0.990166709,1.236039936,2.554191015,8.320728355,118,0
0.985491838,1.243108004,2.760620565,7.730283912,119,0
0.986958407,1.264673885,2.852467553,8.691701828,120,0
0.99015835,1.295072161,2.672193878,8.670624772,121,0
0.980025458,1.165576155,2.252360224,12.4085213,122,0
0.992733174,1.123689918,2.888048729,6.511936588,123,0
0.989581497,1.168876228,3.6798591,6.905111723,124,0
0.992796755,1.332307906,2.540415424,7.803646713,125,0
0.988733021,1.230317309,2.821269684,4.791909984,126,0
0.987813524,1.309480429,2.509887923,6.55609499,127,0
0.971563458,1.17074921,1.678137829,7.513185029,128,0
0.987881486,1.157469839,2.408016391,8.839449704,129,0
0.997155911,1.343657195,2.800237812,3.494252874,130,0
0.97391182,1.234847541,2.574263039,9.614494403,131,0
0.991388593,1.193685383,2.559365486,7.638959212,132,0
0.989468382,1.049799354,2.699671231,8.268233179,133,0
0.977870669,1.299371422,3.280085829,6.915345854,134,0
0.991014065,1.294983122,2.097238003,13.45256516,135,0
0.985565787,1.19969151,2.107514821,6.469644441,136,0
0.981871284,1.165855267,2.6212995,5.252572316,137,0
0.993713674,1.131408257,2.504739766,7.997835498,138,0
0.98393365,1.269861337,2.831313776,10.5469908,139,0
0.985300651,1.295937137,2.988657845,7.016563147,140,0
0.995252596,1.13852104,2.207899306,7.54302168,141,0
0.991332049,1.181629086,2.587481622,8.764653589,142,0
0.994724265,1.199070762,2.364535108,8.321815718,143,0
0.986927706,1.329754198,2.611949809,7.977876324,144,0
0.992516702,1.221024412,2.4835171,9.512279319,145,0
0.978959937,1.216056823,2.543822059,4.566274995,146,0
0.98331908,1.271175147,2.655563125,7.454802107,147,0
0.994004754,1.336419486,3.004707709,6.86313933,148,0
0.989103237,1.187927105,1.984349636,10.13972231,149,0
0.984435886,1.199651587,2.722095005,9.142392808,150,0
0.994686782,1.126593658,2.463990245,12.32239335,151,0
0.985658607,1.222398327,2.280446613,7.290801676,152,0
0.988916866,1.205951226,2.074996118,7.981689738,153,0
0.985047122,1.333449341,2.024780024,11.17906617,154,0
0.965105653,1.238889804,2.233942474,9.949261993,155,0
0.998372371,1.071929349,2.192215237,8.022157191,156,0
0.98426134,1.220459212,2.333971872,9.881946058,157,0
0.989074957,1.345893742,2.485690792,9.707427004,158,0
0.986706209,1.313277989,2.155555556,11.03916862,159,0
0.992738932,1.172556423,2.854848305,9.78493649,160,0
0.991829472,1.181937471,2.348589486,9.3289058,161,0
0.985248362,1.325408879,2.396671242,8.945461397,162,0
0.980057387,1.242432804,2.50404693,11.8929914,163,0
0.986662661,1.226418987,2.525800945,8.264615643,164,0
0.97372109,1.245675118,3.041944482,8.918782923,165,0
0.977122436,1.393103691,2.69319978,7.581211798,166,0
0.987447464,1.141612464,2.132414152,5.010883819,167,0
0.981832991,1.220470412,2.423137996,7.170305677,168,0
0.98708573,1.233946646,2.93913507,6.3027231,169,0
0.992636441,1.172044236,1.905012029,8.899659635,170,0
0.979667444,1.158246054,2.491076257,6.468386628,171,0
0.989118699,1.227418142,3.030527494,6.416606558,172,0
0.993477277,1.090702471,1.596093077,7.258872954,173,0
0.988642545,1.215272379,2.452333991,7.041964711,174,0
0.981289976,1.164597321,2.551903114,7.285729847,175,0
0.969508231,1.340048928,2.384374211,9.64304545,176,0
0.990463881,1.176517565,1.981755073,7.464767951,177,0
0.970215914,1.11428617,2.01126736,7.048308543,178,0
0.963719396,1.31755293,2.943786982,5.597932175,179,0
0.989187205,1.156365699,1.695401378,7.356768524,180,0
0.991739543,1.199492584,2.442712532,6.283852759,181,0
0.988299324,1.317824095,2.670996803,9.02541442,182,0
0.990916175,1.166911918,2.141383785,9.858168018,183,0
0.991337823,1.666897448,6.481830065,5.10428753,184,0
0.992804092,1.331707283,5.296665331,6.242376413,185,0
0.98796412,1.263046012,2.497845081,12.25439838,186,0
0.985964888,1.244291563,2.319700125,6.708330545,187,0
0.98575622,1.312562864,2.976526447,8.502508243,188,0
0.987196924,1.269149538,2.953000593,7.587114607,189,0
0.987047792,1.333643394,2.769430707,9.760728206,190,0
0.981518969,1.181637935,2.888409766,8.278494341,191,0
0.966513092,1.155197118,2.260070146,9.464879013,192,0
0.992452382,1.256525069,2.646618603,9.084224221,193,0
0.987908921,1.207420459,2.183965734,9.047437064,194,0
0.976467271,1.538872207,2.901841519,15.00548812,195,0
0.970431397,1.208952986,2.107184876,7.518373346,196,0
0.985698412,1.234378815,2.071888617,10.99994888,197,0
0.978383616,1.348165604,2.154337526,16.08534341,198,0
0.979522644,1.275869914,3.457283951,6.49417596,199,0
0.993004834,1.143388366,2.193805084,10.54111616,200,0
0.964359855,1.220034517,2.361665735,9.745944291,201,0
0.970591409,1.326247851,2.615110054,8.677520574,202,0
0.989231745,1.292316444,2.299876543,10.85822167,203,0
0.984177834,1.447769233,8.031020978,5.728368256,204,0
0.981367388,1.333717859,2.324375,12.09357883,205,0
0.995204378,1.245218014,2.101108033,5.675148135,206,0
0.992793258,1.269802651,2.355731849,12.31053321,207,0
0.962956413,1.169102695,2.519737845,7.460087417,208,0
0.973334955,1.114273804,2.255061728,7.397454997,209,0
0.980582126,1.081121077,1.722327799,8.114782483,210,0
0.995817318,1.295395667,2.511763039,5.366909039,211,0
0.992739141,1.317250751,2.739928967,7.130832825,212,0
0.98432948,1.263932821,2.574111466,8.424251091,213,0
0.990553504,1.322739849,3.063491314,8.866801948,214,0
0.985082407,1.267608651,2.458525361,7.726067136,215,0
0.987208795,1.161751878,3.841501078,4.511450382,216,0
0.992889607,1.06539089,2.300175822,8.278016316,217,0
0.996414906,1.163783524,2.175950413,9.367508801,218,0
0.983789844,1.292772562,3.789546303,5.817251641,219,0
0.986134498,1.254214618,2.406248049,7.555572263,220,0
0.98742022,1.20667508,2.261973529,14.56807869,221,0
0.986898482,1.418886165,4.221893861,5.027706441,222,0
0.988020948,1.157235165,2.75609375,8.462637147,223,0
0.991145647,1.177299866,2.374603829,9.007181514,224,0
0.982639376,1.227561639,2.519623039,10.18808337,225,0
0.980220637,1.076400567,2.137755102,8.107169021,226,0
0.990925946,1.219631571,2.586597079,8.227189721,227,0
0.99558976,1.175595564,2.365584,10.15230461,228,0
0.986976027,1.257757702,2.926271242,5.879573036,229,0
0.986861337,1.436264041,4.505842012,5.802467391,230,0
0.98913559,1.246974942,1.995693018,8.491823545,231,0
0.972553265,1.452062521,1.946417646,15.2669107,232,0
0.99337893,1.245294391,2.229115491,8.819688279,233,0
0.986756212,1.226152391,3.08581009,6.170845794,234,0
0.988853854,1.107774031,1.669788415,8.398546934,235,0
0.987964231,1.202481244,2.201012753,10.65783193,236,0
0.979290142,1.20038639,2.3251157,6.9578825,237,0
0.994885939,1.249339274,2.721655329,9.100878854,238,0
0.975310595,1.278793236,2.559961935,7.862229348,239,0
0.985479859,1.181158586,2.553699881,7.473670982,240,0
0.956883455,1.447143006,2.326367659,12.31030662,241,0
0.988842164,1.187447492,2.576,6.48173494,242,0
0.989899224,1.268593968,2.660644064,7.664865505,243,0
0.9815488,1.320560504,2.064729657,9.481985676,244,0
0.983417817,1.24227853,2.649767308,7.951781391,245,0
0.983001376,1.111059975,2.865456377,7.442399706,246,0
0.990666134,1.184102486,1.724866801,10.32523364,247,0
0.987731084,1.214641774,2.435469929,11.24321696,248,0
0.99325035,1.271755351,2.007945459,14.37397464,249,0
0.987753172,1.320115606,2.852874571,8.088343491,250,0
0.991247664,1.177823966,2.1198121,12.1939263,251,0
0.981029036,1.188951408,3.033263889,7.84762901,252,0
0.992580516,1.233805211,2.469458515,10.61053196,253,0
0.986882888,1.215433958,2.267535943,7.016129032,254,0
0.986118785,1.181023841,3.094166667,4.845938375,255,0
0.989592032,1.248458015,2.302283737,10.30449501,256,0
0.992175837,1.040985119,2.443072702,8.685300207,257,0
0.988445582,1.26026274,2.767820807,7.631142044,258,0
0.974101347,1.319957653,2.057651216,9.464527166,259,0
0.989475297,1.263577818,2.587042293,10.24615961,260,0
0.964968759,1.24396411,2.267333984,5.805206349,261,0
0.992608834,1.190056921,2.525096953,6.677304372,262,0
0.984730268,1.252237838,2.218475664,10.49408519,263,0
0.995784167,1.211202716,2.876004514,8.99872838,264,0
0.98443116,1.243258488,2.065114203,9.99072058,265,0
0.986102728,1.191086068,3.141079491,6.612186865,266,0
0.983206542,1.517791025,6.959356957,7.13553911,267,0
0.960456896,1.193115723,2.243001692,10.96490133,268,0
0.991758539,1.229141227,2.509982956,6.728588317,269,0
0.989659864,1.169061666,2.830369199,9.22962017,270,0
0.974441816,1.30250014,2.781247793,9.469234852,271,0
0.994506686,1.179643249,2.423880425,9.283034509,272,0
0.970958065,1.372026884,2.797201877,7.199005522,273,0
0.993856201,1.170049741,2.017926087,9.862766639,274,0
0.96792967,1.323311787,1.961436673,11.73771486,275,0
0.981595241,1.196922926,3.047725385,6.99961733,276,0
0.989122786,1.177687192,2.431074508,10.81207932,277,0
0.982473745,1.337603846,2.040818696,9.569815494,278,0
0.991563035,1.240695126,3.324278671,6.708428768,279,0
0.982200903,1.235880701,2.136657715,10.00648239,280,0
0.983626264,1.399042679,2.787481738,8.691550053,281,0
0.981157314,1.140364035,2.345008527,8.15599473,282,0
0.988402988,1.217980629,2.388182813,9.340725315,283,0
0.98124615,1.235448376,2.343801653,7.069240349,284,0
0.994216529,1.189529066,2.482600418,8.02367651,285,0
0.995283231,1.13914622,2.282675107,8.164453298,286,0
0.988934438,1.291044754,2.758867314,6.954322315,287,0
0.985633002,1.253461656,2.176956874,10.20041736,288,0
0.992712262,1.237997851,2.843975981,8.266462704,289,0
0.990220281,1.292116705,2.982227143,6.203445351,290,0
0.992211323,1.195543135,3.08556918,6.413630864,291,0
0.989894516,1.186999439,2.238235233,10.6580567,292,0
0.975107201,1.425225509,2.382687277,15.91633394,293,0
0.982566071,1.286708963,2.526372749,6.277374909,294,0
0.995697991,1.121100794,1.962351414,6.824024171,295,0
0.971314746,1.209987418,2.010917253,7.822796493,296,0
0.989227776,1.265409547,2.284288292,8.959725567,297,0
0.990979093,1.290035167,3.186402937,7.830177897,298,0
0.986881767,1.080997496,2.031669903,7.680688537,299,0
0.969547244,1.386631004,2.137023103,13.56260755,300,0
0.992320347,1.264527343,2.211268566,9.183835821,301,0
0.983671434,1.211705161,2.80607129,6.853974972,302,0
0.997795814,1.231869159,2.712344777,7.657555116,303,0
0.991481078,1.09986768,2.089488122,8.800535023,304,0
0.98699172,1.187780815,1.782324032,6.67721646,305,0
0.990894637,1.244379225,2.854515955,7.243694488,306,0
0.988483083,1.194271143,2.768950654,7.561464398,307,0
0.996334717,1.233909089,2.389807339,8.372077574,308,0
0.9908509,1.277515115,2.103832918,11.52214134,309,0
0.989353803,1.129439951,2.05148423,10.92747155,310,0
0.984441967,1.202140083,2.485845836,7.137055659,311,0
0.981761881,1.327226442,2.472525293,10.61352721,312,0
0.993185488,1.25858144,2.875981031,7.57856774,313,0
0.980079597,1.177575949,2.097269876,14.80255755,314,0
0.984431679,1.304511244,2.11645805,7.788520055,315,0
0.97763513,1.454239562,3.04563827,11.55437455,316,0
0.971899388,1.27558698,2.38941736,8.658952111,317,0
0.996338136,1.173788228,2.427095601,7.471042471,318,0
0.995947447,1.200596363,2.572967538,7.423476379,319,0
0.979131104,1.129767107,2.15071981,7.191152559,320,0
0.997435319,1.104334051,2.523996917,7.463906582,321,0
0.992731302,1.289062186,2.540789665,10.38358865,322,0
0.992491853,1.152534831,1.981673525,6.95787728,323,0
0.978365524,1.174583354,2.684454171,9.935367066,324,0
0.990160242,1.175031542,2.766073899,7.56361059,325,0
0.990109042,1.171790683,1.877406348,7.774487397,326,0
0.986506055,1.266619801,2.567720784,6.282980693,327,0
0.988910665,1.269482966,2.45278533,9.861659061,328,0
0.982943913,1.345793693,3.068060178,10.24937361,329,0
0.958861936,1.171986783,1.944641921,5.905460951,330,0
0.996516173,1.146323116,3.125409423,6.361063682,331,0
0.988056738,1.116174983,2.369967751,7.95911357,332,0
0.995758077,1.146518121,2.529135802,6.591495965,333,0
0.99192975,1.25429138,2.663735555,9.120901639,334,0
0.97368311,1.140781696,2.475623583,5.769461078,335,0
0.979850585,1.134302738,2.472370555,5.949367089,336,0
0.978584855,1.326887049,3.211645935,8.083246783,337,0
0.99444548,1.099436895,2.575624969,8.900482068,338,0
0.99521532,1.237170765,2.011770032,6.761861418,339,0
0.953951229,1.165910798,2.01083064,10.00109692,340,0
0.988683019,1.106580379,2.125369822,9.462033144,341,0
0.984222413,1.075654523,2.395789592,6.409940335,342,0
0.991884621,1.121464995,2.301939058,8.337510443,343,0
0.985146254,1.205625993,2.08234127,9.845682303,344,0
0.999237557,1.20644765,2.38530816,7.45664267,345,0
0.99294245,1.189659496,3.003010204,7.979774706,346,0
0.993730286,1.232313019,2.3722569,11.14373189,347,0
0.986772664,1.226103284,2.507439017,16.55535316,348,0
0.975740697,1.362317386,2.285281467,17.75984323,349,0
0.957062921,1.295626331,2.240179574,13.13665939,350,0
0.986928452,1.25124037,1.840905994,7.808213765,351,0
0.992328565,1.270853479,2.547091263,7.204525722,352,0
0.992399358,1.117850475,2.319166667,6.875453278,353,0
0.9877249,1.129393687,2.334457449,8.565816281,354,0
0.991155521,1.131299055,2.705763265,7.134909688,355,0
0.977123198,1.242890725,2.379730653,7.909292231,356,0
0.987517629,1.23551292,2.317424019,15.22015241,357,0
0.976556754,1.261037695,2.651534763,6.521599777,358,0
0.993227983,1.179665492,2.345849887,8.653851923,359,0
0.997893077,1.069758625,2.219842686,5.892842863,360,0
0.984669143,1.089599586,2.635416667,7.136780105,361,0
0.99270196,1.238541599,2.576349506,9.849586506,362,0
0.992820858,1.140587199,1.929938932,10.09666628,363,0
0.992241349,1.124568521,2.788695031,5.214594929,364,0
0.988387093,1.226799061,2.366863905,8.647937773,365,0
0.988011312,1.158266678,2.562390666,8.499550112,366,0
0.981636023,1.108599657,2.013376932,6.441229385,367,0
0.989927389,1.179385242,2.499060765,8.434112492,368,0
0.984116285,1.359161002,2.15007889,10.97034406,369,0
0.968114886,1.166253342,2.353858499,8.199081955,370,0
0.984902554,1.346118837,2.98182398,7.251172708,371,0
0.967366084,1.435806804,2.875695733,13.31934854,372,0
0.980219265,1.189097131,2.468329333,7.601837718,373,0
0.99029345,1.196609303,2.025459676,10.32663866,374,0
0.993413388,1.060626229,2.822474811,6.70189741,375,0
0.993336716,1.128520807,1.901473756,9.250047902,376,0
0.989381509,1.21563568,2.620891161,6.869920941,377,0
0.987385487,1.162110454,2.559384634,10.83029032,378,0
0.988902146,1.199199974,2.562420351,10.7648822,379,0
0.973233403,1.156616919,2.841664685,5.033908046,380,0
0.990681701,1.190549666,2.71,6.700712801,381,0
0.962185153,1.05689786,2.036287924,8.066212779,382,0
0.984616601,1.199779457,2.359034821,9.415740135,383,0
0.988879126,1.286848717,2.995495588,7.951436985,384,0
0.99260953,1.078094227,2.449905132,8.458614845,385,0
0.982973702,1.252657865,2.092561728,8.24266481,386,0
0.993278144,1.246584393,2.887834597,8.849784655,387,0
0.987356414,1.172258937,2.011850553,11.83203907,388,0
0.984706964,1.301570812,2.053857644,9.2762254,389,0
0.97410277,1.030077846,2.676767088,6.530827951,390,0
0.99142746,1.19735227,2.277574872,7.045370672,391,0
0.99054706,1.232162793,2.402067644,8.282967306,392,0
0.993757633,1.123239693,2.854578564,5.231445056,393,0
0.992307699,1.209358799,2.204594573,10.05728183,394,0
0.915591832,1.336909477,2.537229858,9.258967751,395,0
0.983622436,1.301559676,2.738742156,10.49343502,396,0
0.993599065,1.103171531,2.088857146,8.424515425,397,0
0.977379661,1.219144412,2.103428938,10.67512558,398,0
0.994027038,1.224850236,2.224028413,8.674085251,399,0
0.991070768,1.105509522,2.176521967,9.663990172,400,0
0.996319505,1.169645652,2.287251295,6.027864024,401,0
0.977952652,1.286751797,2.228051014,9.203950319,402,0
0.994800594,1.211471481,2.79249903,8.796436859,403,0
0.987562348,1.163302246,2.478869478,10.57111182,404,0
0.994304069,1.114116655,2.282056746,7.747407919,405,0
0.973568461,0.918712239,2.708470613,5.598152921,406,0
0.98853636,1.267738078,2.963004934,6.220246352,407,0
0.988859726,1.223117375,2.122748749,12.34780349,408,0
0.984104746,1.265374764,2.226576719,8.83742626,409,0
0.990383698,1.256667853,2.109701837,9.943575008,410,0
0.998025695,1.143291495,2.570717993,5.713943355,411,0
0.976953702,1.322331842,2.44926917,11.16605561,412,0
0.992282034,1.17973054,2.174491196,9.333389471,413,0
0.988032952,1.185792894,2.945955556,6.056017897,414,0
0.992294499,1.29154168,2.68303017,7.236939357,415,0
0.985292452,1.248691725,3.092044707,8.023085168,416,0
0.984211354,1.128908556,2.249510533,6.909773845,417,0
0.986827833,1.232199523,2.760327895,7.213525743,418,0
0.957263827,1.218364009,3.055317378,7.342186845,419,0
0.966513991,1.166836144,2.535527794,5.762894842,420,0
0.98401421,1.223702549,2.238994646,6.462292384,421,0
0.993387654,1.244849555,2.427788402,10.17229608,422,0
0.969174352,1.131053081,2.202292899,5.778005975,423,0
0.991509505,1.262709074,2.493968254,8.26984127,424,0
0.98695198,1.183799983,2.583450737,7.54134346,425,0
0.986530945,1.167160657,2.493902439,6.08521622,426,0
0.967285692,1.124760331,2.694251543,6.534479409,427,0
0.984288108,1.209247698,2.550357925,6.022679201,428,0
0.965561276,1.259921243,2.131986472,6.991549674,429,0
0.992219825,1.157157623,2.065668934,8.585501971,430,0
0.990230294,1.197399597,2.07232697,8.721083939,431,0
0.99060555,1.405730457,4.132622222,6.086266812,432,0
0.985247487,1.185987825,2.439519852,5.795459236,433,0
0.984023657,1.226396717,3.054823465,6.629515852,434,0
0.991310195,1.141763413,2.594613157,8.518961,435,0
0.97773735,1.225950736,2.017324577,9.310452271,436,0
0.992948665,1.127615652,2.798933333,8.46968254,437,0
0.99470072,1.185518621,2.222656192,7.972075065,438,0
0.983490686,1.198379278,2.655006859,6.8166236,439,0
0.99652231,1.304486685,2.821172806,9.812276964,440,0
0.992341843,1.243979134,2.142245845,11.45028641,441,0
0.987994731,1.303036741,1.961649647,8.770452706,442,0
0.990671705,1.292571795,2.593017372,9.726465781,443,0
0.992873958,1.137955564,2.634084756,8.974607234,444,0
0.98244615,1.224105824,2.105255427,8.785261946,445,0
0.992423545,1.056633081,2.176230962,10.70588235,446,0
0.985392081,1.123608834,3.11427044,9.363927285,447,0
0.984838946,1.225102893,2.423239865,10.02057444,448,0
0.988811668,1.313260011,2.203176024,11.37706846,449,0
0.988988525,1.26142932,2.690275463,8.096503943,450,0
0.977348057,1.008118132,2.207075963,8.287939552,451,0
0.994481647,1.307132768,2.84984375,7.173706897,452,0
0.983143517,1.25336758,2.530804358,8.382117742,453,0
0.983475697,1.101390714,2.240604818,10.1864647,454,0
0.995991883,1.187447136,2.283893814,8.624596755,455,0
0.987423984,1.21887961,2.571714172,8.697741433,456,0
0.990830021,1.278484078,2.181481272,8.823982066,457,0
0.993719906,1.056823582,1.643876338,6.082608696,458,0
0.977671763,1.267295135,2.393458157,12.04681621,459,0
0.977517779,1.292939712,2.163832053,9.932662587,460,0
0.988356423,1.171830572,2.287427179,9.029456391,461,0
0.977935795,1.259773854,2.058091911,9.583045729,462,0
0.987255902,1.288628487,1.968332088,9.867245321,463,0
0.991825203,1.126536414,2.214538708,6.481113658,464,0
0.954680692,0.956120553,1.914539102,5.230054645,465,0
0.989209727,1.183178127,2.047912462,9.540751,466,0
0.994935376,1.223327152,2.795325413,8.106141544,467,0
0.980669909,1.073117234,2.561472715,4.32034632,468,0
0.996928618,1.149608574,2.836668469,4.557318741,469,0
0.993028412,1.139284576,1.695700601,8.585621891,470,0
0.987005655,1.175694184,2.079576917,8.236560005,471,0
0.979004917,1.366373389,2.822248521,9.835019319,472,0
0.95617728,0.991423088,2.8,3.86122449,473,0
0.990696279,1.255719183,2.233408487,8.993217981,474,0
0.995032284,1.243227277,2.956947522,9.929945246,475,0
0.990581762,1.274832025,2.602178853,5.614866018,476,0
0.987453199,1.214131628,2.648263889,6.977859135,477,0
0.985290522,1.162550036,2.128746039,11.54871795,478,0
0.985796848,1.375767481,2.809504619,9.706487133,479,0
0.988548512,1.16673367,2.138322321,9.873566534,480,0
0.986648728,1.339552269,2.562782206,12.40862444,481,0
0.979178113,1.271778101,2.896626298,7.623209247,482,0
0.992562608,1.225247996,3.178583453,7.977507118,483,0
0.988981349,1.276188207,4.015912209,6.814975062,484,0
0.978506716,1.300476766,2.257777778,15.77971789,485,0
0.994085223,1.277198146,2.130928351,12.04250909,486,0
0.987254356,1.256907583,2.54684554,8.259084048,487,0
0.973822341,1.173154839,2.624447493,8.034429875,488,0
0.973460935,1.212131723,2.613577562,6.979314741,489,0
0.967766528,1.241775054,2.677473702,9.895374722,490,0
0.980596743,1.375766683,2.46783431,9.816673677,491,0
0.986251679,1.287951555,2.494576473,11.77035698,492,0
0.986164147,1.173039912,1.880234447,8.251001666,493,0
0.985607713,1.278942347,2.085207101,7.521740422,494,0
0.989512229,1.268084598,2.108427268,6.950658975,495,0
0.986940482,1.337688426,2.954259764,14.47527949,496,0
0.984492082,1.324441441,2.053451301,14.3511894,497,0
